Name,Sector,Industry
"Genesis Healthcare, Inc.",Health Care,Hospital/Nursing Management
Genie Energy Ltd.,Public Utilities,Power Generation
Genie Energy Ltd.,n/a,n/a
Genpact Limited,Consumer Services,Professional Services
Genuine Parts Company,Capital Goods,Automotive Aftermarket
Genworth Financial Inc,Finance,Life Insurance
Geo Group Inc (The),Consumer Services,Real Estate Investment Trusts
Geopark Ltd,Energy,Oil & Gas Production
Georgia Power Company,Public Utilities,Electric Utilities: Central
Gerdau S.A.,Capital Goods,Steel/Iron Ore
Getty Realty Corporation,Finance,Real Estate
Gigamon Inc.,Technology,EDP Services
"Gildan Activewear, Inc.",Consumer Non-Durables,Apparel
Glatfelter,Basic Industries,Paper
Glaukos Corporation,Health Care,Medical/Dental Instruments
GlaxoSmithKline PLC,Health Care,Major Pharmaceuticals
"Global Brass and Copper Holdings, Inc.",Capital Goods,Metal Fabrications
"Global High Income Dollar Fund, Inc.",n/a,n/a
"Global Net Lease, Inc.",Consumer Services,Real Estate Investment Trusts
Global Partners LP,Energy,Oil Refining/Marketing
Global Payments Inc.,Miscellaneous,Business Services
Global Power Equipment Group Inc,Capital Goods,Metal Fabrications
"Global Ship Lease, Inc.",Transportation,Marine Transportation
"Global Ship Lease, Inc.",n/a,n/a
Globant S.A.,Technology,EDP Services
"Globus Medical, Inc.",Health Care,Medical/Dental Instruments
"GNC Holdings, Inc.",Consumer Non-Durables,Food Chains
GoDaddy Inc.,Technology,EDP Services
Gol Linhas Aereas Inteligentes S.A.,Transportation,Air Freight/Delivery Services
Gold Fields Limited,Basic Industries,Precious Metals
Goldcorp Inc.,Basic Industries,Precious Metals
"Goldman Sachs BDC, Inc.",n/a,n/a
"Goldman Sachs Group, Inc. (The)",Finance,Investment Bankers/Brokers/Service
"Goldman Sachs Group, Inc. (The)",n/a,n/a
"Goldman Sachs Group, Inc. (The)",n/a,n/a
"Goldman Sachs Group, Inc. (The)",n/a,n/a
"Goldman Sachs Group, Inc. (The)",n/a,n/a
"Goldman Sachs Group, Inc. (The)",n/a,n/a
"Goldman Sachs Group, Inc. (The)",n/a,n/a
"Goldman Sachs Group, Inc. (The)",n/a,n/a
"Goldman Sachs Group, Inc. (The)",Finance,Investment Bankers/Brokers/Service
"Goldman Sachs Group, Inc. (The)",Finance,Finance: Consumer Services
Goldman Sachs MLP Energy Renaissance Fund,n/a,n/a
Goldman Sachs MLP Income Opportunities Fund,n/a,n/a
Goodrich Petroleum Corporation,Energy,Oil & Gas Production
Goodrich Petroleum Corporation,n/a,n/a
Goodrich Petroleum Corporation,n/a,n/a
Government Properties Income Trust,Finance,Real Estate
GP Strategies Corporation,Consumer Services,Other Consumer Services
Graco Inc.,Capital Goods,Fluid Controls
Graham Corporation,Technology,Industrial Machinery/Components
Graham Holdings Company,Consumer Services,Other Consumer Services
Gramercy Property Trust,Consumer Services,Real Estate Investment Trusts
Gramercy Property Trust Inc.,n/a,n/a
Grana y Montero S.A.A.,Basic Industries,Military/Government/Technical
Granite Construction Incorporated,Basic Industries,Military/Government/Technical
Granite Real Estate Inc.,n/a,n/a
Graphic Packaging Holding Company,Consumer Durables,Containers/Packaging
"Gray Television, Inc.",Consumer Services,Broadcasting
"Gray Television, Inc.",n/a,n/a
Great Ajax Corp.,Consumer Services,Real Estate Investment Trusts
Great Plains Energy Inc,Public Utilities,Electric Utilities: Central
Great Plains Energy Inc,Public Utilities,Electric Utilities: Central
Great Plains Energy Inc,Public Utilities,Electric Utilities: Central
Great Plains Energy Inc,Public Utilities,Electric Utilities: Central
"Great Western Bancorp, Inc.",Finance,Major Banks
"Greatbatch, Inc.",Miscellaneous,Industrial Machinery/Components
Green Dot Corporation,Finance,Finance: Consumer Services
"Greenbrier Companies, Inc. (The)",Capital Goods,Railroads
"Greenhill & Co., Inc.",Finance,Investment Bankers/Brokers/Service
Greif Bros. Corporation,n/a,n/a
Greif Bros. Corporation,n/a,n/a
Griffon Corporation,Capital Goods,Building Products
"Group 1 Automotive, Inc.",Consumer Durables,Automotive Aftermarket
GrubHub Inc.,Miscellaneous,Business Services
"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",Transportation,Aerospace
"Grupo Aeroportuario del Sureste, S.A. de C.V.",Transportation,Aerospace
Grupo Aval Acciones y Valores S.A.,Finance,Commercial Banks
Grupo Financiero Santander Mexico S.A. B. de C.V.,Finance,Commercial Banks
Grupo Televisa S.A.,Consumer Services,Broadcasting
"GTT Communications, Inc.",Public Utilities,Telecommunications Equipment
Guangshen Railway Company Limited,Transportation,Railroads
"Guess?, Inc.",Consumer Non-Durables,Apparel
Guggenheim Build America Bonds Managed Duration Trust,n/a,n/a
Guggenheim Credit Allocation Fund,n/a,n/a
Guggenheim Enhanced Equity Income Fund,n/a,n/a
Guggenheim Enhanced Equity Strategy Fund,n/a,n/a
Guggenheim Equal Weight Enhanced Equity Income Fund,n/a,n/a
Guggenheim Strategic Opportunities Fund,n/a,n/a
"Guidewire Software, Inc.",Technology,Computer Software: Prepackaged Software
Gulf Power Company,Public Utilities,Electric Utilities: Central
"GulfMark Offshore, Inc.",Energy,Metal Fabrications
"H&R Block, Inc.",Consumer Services,Other Consumer Services
H. B. Fuller Company,Basic Industries,Home Furnishings
Haemonetics Corporation,Health Care,Medical/Dental Instruments
Halcon Resources Corporation,Energy,Oil & Gas Production
Halliburton Company,Energy,Oilfield Services/Equipment
"Halyard Health, Inc.",Health Care,Industrial Specialties
Hanesbrands Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
"Hanger, Inc.",Health Care,Medical Specialities
"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Consumer Services,Real Estate Investment Trusts
"Harley-Davidson, Inc.",Consumer Non-Durables,Motor Vehicles
"Harman International Industries, Incorporated",Consumer Non-Durables,Consumer Electronics/Appliances
Harmony Gold Mining Company Limited,Basic Industries,Precious Metals
Harris Corporation,Capital Goods,Industrial Machinery/Components
Harsco Corporation,Capital Goods,Metal Fabrications
"Harte-Hanks, Inc.",Technology,Advertising
"Hartford Financial Services Group, Inc. (The)",Finance,Property-Casualty Insurers
"Hartford Financial Services Group, Inc. (The)",Finance,Property-Casualty Insurers
"Hartford Financial Services Group, Inc. (The)",n/a,n/a
Harvest Natural Resources Inc,Energy,Oil & Gas Production
Hatteras Financial Corp,Consumer Services,Real Estate Investment Trusts
Hatteras Financial Corp,n/a,n/a
"Haverty Furniture Companies, Inc.",Consumer Services,Other Specialty Stores
"Haverty Furniture Companies, Inc.",n/a,n/a
"Hawaiian Electric Industries, Inc.",Public Utilities,Electric Utilities: Central
"Hawaiian Electric Industries, Inc.",n/a,n/a
"HCA Holdings, Inc.",Health Care,Hospital/Nursing Management
"HCI Group, Inc.",Finance,Property-Casualty Insurers
"HCI Group, Inc.",Finance,Property-Casualty Insurers
"HCP, Inc.",Consumer Services,Real Estate Investment Trusts
HDFC Bank Limited,Finance,Commercial Banks
Headwaters Incorporated,Capital Goods,Building Materials
Health Net Inc.,Health Care,Medical Specialities
Healthcare Realty Trust Incorporated,Consumer Services,Real Estate Investment Trusts
"Healthcare Trust of America, Inc.",Consumer Services,Real Estate Investment Trusts
HealthSouth Corporation,Health Care,Hospital/Nursing Management
HealthSouth Corporation,n/a,n/a
"Heartland Payment Systems, Inc.",Miscellaneous,Business Services
Hecla Mining Company,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
Hecla Mining Company,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
Heico Corporation,Capital Goods,Aerospace
Heico Corporation,n/a,n/a
"Helix Energy Solutions Group, Inc.",Energy,Oilfield Services/Equipment
"Helmerich & Payne, Inc.",Energy,Oil & Gas Production
Herbalife LTD.,Health Care,Other Pharmaceuticals
"Hercules Technology Growth Capital, Inc.",n/a,n/a
"Hercules Technology Growth Capital, Inc.",n/a,n/a
"Hercules Technology Growth Capital, Inc.",n/a,n/a
"Hercules Technology Growth Capital, Inc.",n/a,n/a
"Heritage Insurance Holdings, Inc.",Finance,Property-Casualty Insurers
Hersha Hospitality Trust,Consumer Services,Real Estate Investment Trusts
Hersha Hospitality Trust,n/a,n/a
Hersha Hospitality Trust,n/a,n/a
Hershey Company (The),Consumer Non-Durables,Specialty Foods
"Hertz Global Holdings, Inc",Consumer Services,Rental/Leasing Companies
Hess Corporation,Energy,Integrated oil Companies
Hewlett Packard Enterprise Company,Technology,Computer Manufacturing
Hexcel Corporation,Basic Industries,Major Chemicals
"HFF, Inc.",Consumer Services,Real Estate
"HHGregg, Inc.",Consumer Services,Consumer Electronics/Video Chains
Hi-Crush Partners LP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
"Higher One Holdings, Inc.",Miscellaneous,Business Services
"Highwoods Properties, Inc.",Consumer Services,Real Estate Investment Trusts
"Hill International, Inc.",Consumer Services,Military/Government/Technical
Hillenbrand Inc,Consumer Durables,Miscellaneous manufacturing industries
Hill-Rom Holdings Inc,Health Care,Medical/Dental Instruments
Hilltop Holdings Inc.,Finance,Major Banks
Hilton Worldwide Holdings Inc.,Consumer Services,Hotels/Resorts
HNI Corporation,Consumer Durables,Office Equipment/Supplies/Services
Hoegh LNG Partners LP,Consumer Services,Marine Transportation
"Holly Energy Partners, L.P.",Energy,Natural Gas Distribution
HollyFrontier Corporation,Energy,Integrated oil Companies
"Home Depot, Inc. (The)",Consumer Services,RETAIL: Building Materials
"Honda Motor Company, Ltd.",Capital Goods,Auto Manufacturing
Honeywell International Inc.,Capital Goods,Auto Parts:O.E.M.
Horace Mann Educators Corporation,Finance,Property-Casualty Insurers
Horizon Global Corporation,Capital Goods,Auto Parts:O.E.M.
Horizon Technology Finance Corporation,n/a,n/a
Hormel Foods Corporation,Consumer Non-Durables,Meat/Poultry/Fish
Hornbeck Offshore Services,Consumer Services,Marine Transportation
Hospitality Properties Trust,Consumer Services,Real Estate Investment Trusts
Hospitality Properties Trust,n/a,n/a
"Host Hotels & Resorts, Inc.",Consumer Services,Real Estate Investment Trusts
"Houlihan Lokey, Inc.",Finance,Investment Managers
Household Finance Corp,n/a,n/a
Hovnanian Enterprises Inc,Capital Goods,Homebuilding
Howard Hughes Corporation (The),Consumer Services,Real Estate Investment Trusts
HP Inc.,Technology,Computer Manufacturing
"HRG Group, Inc.",Miscellaneous,Industrial Machinery/Components
HSBC Holdings plc,Finance,Savings Institutions
HSBC Holdings plc,n/a,n/a
HSBC Holdings plc,Finance,Savings Institutions
HSBC Holdings plc,Finance,Savings Institutions
"HSBC USA, Inc.",n/a,n/a
"HSBC USA, Inc.",n/a,n/a
"HSBC USA, Inc.",n/a,n/a
"Huaneng Power International, Inc.",Public Utilities,Electric Utilities: Central
Hubbell Inc,n/a,n/a
"HubSpot, Inc.",Technology,Computer Software: Prepackaged Software
HudBay Minerals Inc,Basic Industries,Precious Metals
HudBay Minerals Inc,n/a,n/a
"Hudson Pacific Properties, Inc.",Finance,Real Estate
Hugoton Royalty Trust,Energy,Oil & Gas Production
Humana Inc.,Health Care,Medical Specialities
"Huntington Ingalls Industries, Inc.",Capital Goods,Marine Transportation
Huntsman Corporation,Basic Industries,Major Chemicals
Hyatt Hotels Corporation,Consumer Services,Hotels/Resorts
"Hyster-Yale Materials Handling, Inc.",Capital Goods,Construction/Ag Equipment/Trucks
Iamgold Corporation,Basic Industries,Precious Metals
ICICI Bank Limited,Finance,Commercial Banks
"IDACORP, Inc.",Public Utilities,Electric Utilities: Central
IDEX Corporation,Capital Goods,Fluid Controls
IDT Corporation,Public Utilities,Telecommunications Equipment
IHS Inc.,Technology,"Computer Software: Programming, Data Processing"
Illinois Tool Works Inc.,Technology,Industrial Machinery/Components
Imation Corporation,Technology,Electronic Components
Imax Corporation,Miscellaneous,Industrial Machinery/Components
"Imperva, Inc.",Technology,Computer Software: Prepackaged Software
"Imprivata, Inc.",Technology,Computer Software: Prepackaged Software
"IMS Health Holdings, Inc.",Technology,EDP Services
"Independence Contract Drilling, Inc.",Energy,Oil & Gas Production
Independence Holding Company,Finance,Life Insurance
"India Fund, Inc. (The)",n/a,n/a
"Industrias Bachoco, S.A. de C.V.",Consumer Non-Durables,Meat/Poultry/Fish
Infoblox Inc.,Technology,EDP Services
Infosys Limited,Technology,EDP Services
"InfraREIT, Inc.",Consumer Services,Real Estate Investment Trusts
"ING Group, N.V.",Finance,Life Insurance
"ING Group, N.V.",Finance,Life Insurance
"ING Group, N.V.",Finance,Life Insurance
"ING Group, N.V.",Finance,Life Insurance
"ING Group, N.V.",Finance,Life Insurance
"ING Group, N.V.",Finance,Life Insurance
Ingersoll-Rand plc (Ireland),Capital Goods,Auto Parts:O.E.M.
Ingram Micro Inc.,Technology,Retail: Computer Software & Peripheral Equipment
Ingredion Incorporated,Consumer Non-Durables,Packaged Foods
Inland Real Estate Corporation,Consumer Services,Real Estate Investment Trusts
Inland Real Estate Corporation,n/a,n/a
Inland Real Estate Corporation,n/a,n/a
Inphi Corporation,Technology,Semiconductors
"Insperity, Inc.",Technology,Professional Services
"Installed Building Products, Inc.",Basic Industries,Homebuilding
"Instructure, Inc.",Technology,Computer Software: Prepackaged Software
Intelsat S.A.,Consumer Services,Telecommunications Equipment
Intelsat S.A.,n/a,n/a
Intercontinental Exchange Inc.,Finance,Investment Bankers/Brokers/Service
Intercontinental Hotels Group,Consumer Services,Hotels/Resorts
"Internationa Flavors & Fragrances, Inc.",Basic Industries,Major Chemicals
International Business Machines Corporation,Technology,Computer Manufacturing
International Game Technology,Consumer Services,Services-Misc. Amusement & Recreation
International Paper Company,Basic Industries,Paper
InterOil Corporation,Energy,Oil & Gas Production
"Interpublic Group of Companies, Inc. (The)",Technology,Advertising
Interstate Power and Light Company,n/a,n/a
InterXion Holding N.V.,Technology,"Computer Software: Programming, Data Processing"
"IntraLinks Holdings, Inc.",Technology,Computer Software: Prepackaged Software
"Intrawest Resorts Holdings, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
"Intrepid Potash, Inc",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
Intrexon Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
Invacare Corporation,Health Care,Industrial Specialties
"InvenSense, Inc.",Technology,Semiconductors
Invesco Bond Fund,n/a,n/a
Invesco California Value Municipal Income Trust,n/a,n/a
Invesco Credit Opportunities Fund,n/a,n/a
Invesco High Income Trust II,n/a,n/a
INVESCO MORTGAGE CAPITAL INC,Consumer Services,Real Estate Investment Trusts
INVESCO MORTGAGE CAPITAL INC,n/a,n/a
Invesco Mortgage Capital Inc.,n/a,n/a
Invesco Municipal Income Opportunities Trust,n/a,n/a
Invesco Municipal Opportunity Trust,n/a,n/a
Invesco Municipal Trust,n/a,n/a
Invesco Pennsylvania Value Municipal Income Trust,n/a,n/a
Invesco Plc,Finance,Investment Managers
Invesco Quality Municipal Income Trust,n/a,n/a
Invesco Senior Income Trust,n/a,n/a
Invesco Trust  for Investment Grade New York Municipal,n/a,n/a
Invesco Trust for Investment Grade Municipals,n/a,n/a
Invesco Value Municipal Income Trust,n/a,n/a
"Investment Technology Group, Inc.",Finance,Investment Bankers/Brokers/Service
Investors Real Estate Trust,Consumer Services,Real Estate Investment Trusts
Investors Real Estate Trust,n/a,n/a
Investors Real Estate Trust,n/a,n/a
Invitae Corporation,Health Care,Medical Specialities
Ion Geophysical Corporation,Energy,Oil & Gas Production
Iron Mountain Incorporated,Consumer Services,Real Estate Investment Trusts
IRSA Inversiones Y Representaciones S.A.,Consumer Services,Homebuilding
Israel Chemicals Shs,Basic Industries,Agricultural Chemicals
iStar Financial Inc.,Consumer Services,Real Estate Investment Trusts
iStar Financial Inc.,n/a,n/a
iStar Financial Inc.,n/a,n/a
iStar Financial Inc.,n/a,n/a
iStar Financial Inc.,n/a,n/a
iStar Financial Inc.,n/a,n/a
Itau Unibanco Banco Holding SA,Finance,Major Banks
ITC Holdings Corp.,Public Utilities,Electric Utilities: Central
ITT Corporation,Capital Goods,Fluid Controls
"ITT Educational Services, Inc.",Consumer Services,Other Consumer Services
